Countrycode,Seriescode,Description
ARG,NV.AGR.TOTL.KD,"Based on data officially reported by the National Statistics and Censuses Institute of Argentina. On February 1, 2013, the International Monetary Fund (IMF) issued a declaration of censure, and in December 2013 called on Argentina to implement specified actions to address the quality of its official GDP data according to a specified timetable. On June 3, 2015, the IMF Executive Board recognized the material progress in remedying the inaccurate provision of data since 2013, but found that some specified actions called for by the end of February 2015 had not yet been completely implemented. The IMF Executive Board will review this issue again by July 15, 2016."
ARG,NV.AGR.TOTL.KD.ZG,"Data are officially reported statistics by the National Statistics and Censuses Institute of Argentina. On February 1, 2013, the International Monetary Fund (IMF) issued a declaration of censure, and in December 2013 called on Argentina to implement specified actions to address the quality of its official GDP data according to a specified timetable. On June 3, 2015, the IMF Executive Board recognized the material progress in remedying the inaccurate provision of data since 2013, but found that some specified actions called for by the end of February 2015 had not yet been completely implemented. The IMF Executive Board will review this issue again by July 15, 2016."
ARG,NV.AGR.TOTL.KN,"Data are officially reported statistics by the National Statistics and Censuses Institute of Argentina. On February 1, 2013, the International Monetary Fund (IMF) issued a declaration of censure, and in December 2013 called on Argentina to implement specified actions to address the quality of its official GDP data according to a specified timetable. On June 3, 2015, the IMF Executive Board recognized the material progress in remedying the inaccurate provision of data since 2013, but found that some specified actions called for by the end of February 2015 had not yet been completely implemented. The IMF Executive Board will review this issue again by July 15, 2016."
ARG,NV.IND.MANF.KD,"Based on data officially reported by the National Statistics and Censuses Institute of Argentina. On February 1, 2013, the International Monetary Fund (IMF) issued a declaration of censure, and in December 2013 called on Argentina to implement specified actions to address the quality of its official GDP data according to a specified timetable. On June 3, 2015, the IMF Executive Board recognized the material progress in remedying the inaccurate provision of data since 2013, but found that some specified actions called for by the end of February 2015 had not yet been completely implemented. The IMF Executive Board will review this issue again by July 15, 2016."
ARG,NV.IND.MANF.KD.ZG,"Data are officially reported statistics by the National Statistics and Censuses Institute of Argentina. On February 1, 2013, the International Monetary Fund (IMF) issued a declaration of censure, and in December 2013 called on Argentina to implement specified actions to address the quality of its official GDP data according to a specified timetable. On June 3, 2015, the IMF Executive Board recognized the material progress in remedying the inaccurate provision of data since 2013, but found that some specified actions called for by the end of February 2015 had not yet been completely implemented. The IMF Executive Board will review this issue again by July 15, 2016."
ARG,NV.IND.MANF.KN,"Data are officially reported statistics by the National Statistics and Censuses Institute of Argentina. On February 1, 2013, the International Monetary Fund (IMF) issued a declaration of censure, and in December 2013 called on Argentina to implement specified actions to address the quality of its official GDP data according to a specified timetable. On June 3, 2015, the IMF Executive Board recognized the material progress in remedying the inaccurate provision of data since 2013, but found that some specified actions called for by the end of February 2015 had not yet been completely implemented. The IMF Executive Board will review this issue again by July 15, 2016."
ARG,NV.IND.TOTL.KD,"Based on data officially reported by the National Statistics and Censuses Institute of Argentina. On February 1, 2013, the International Monetary Fund (IMF) issued a declaration of censure, and in December 2013 called on Argentina to implement specified actions to address the quality of its official GDP data according to a specified timetable. On June 3, 2015, the IMF Executive Board recognized the material progress in remedying the inaccurate provision of data since 2013, but found that some specified actions called for by the end of February 2015 had not yet been completely implemented. The IMF Executive Board will review this issue again by July 15, 2016."
ARG,NV.IND.TOTL.KD.ZG,"Data are officially reported statistics by the National Statistics and Censuses Institute of Argentina. On February 1, 2013, the International Monetary Fund (IMF) issued a declaration of censure, and in December 2013 called on Argentina to implement specified actions to address the quality of its official GDP data according to a specified timetable. On June 3, 2015, the IMF Executive Board recognized the material progress in remedying the inaccurate provision of data since 2013, but found that some specified actions called for by the end of February 2015 had not yet been completely implemented. The IMF Executive Board will review this issue again by July 15, 2016."
ARG,NV.IND.TOTL.KN,"Data are officially reported statistics by the National Statistics and Censuses Institute of Argentina. On February 1, 2013, the International Monetary Fund (IMF) issued a declaration of censure, and in December 2013 called on Argentina to implement specified actions to address the quality of its official GDP data according to a specified timetable. On June 3, 2015, the IMF Executive Board recognized the material progress in remedying the inaccurate provision of data since 2013, but found that some specified actions called for by the end of February 2015 had not yet been completely implemented. The IMF Executive Board will review this issue again by July 15, 2016."
ARG,NV.SRV.TETC.KD,"Based on data officially reported by the National Statistics and Censuses Institute of Argentina. On February 1, 2013, the International Monetary Fund (IMF) issued a declaration of censure, and in December 2013 called on Argentina to implement specified actions to address the quality of its official GDP data according to a specified timetable. On June 3, 2015, the IMF Executive Board recognized the material progress in remedying the inaccurate provision of data since 2013, but found that some specified actions called for by the end of February 2015 had not yet been completely implemented. The IMF Executive Board will review this issue again by July 15, 2016."
ARG,NV.SRV.TETC.KD.ZG,"Data are officially reported statistics by the National Statistics and Censuses Institute of Argentina. On February 1, 2013, the International Monetary Fund (IMF) issued a declaration of censure, and in December 2013 called on Argentina to implement specified actions to address the quality of its official GDP data according to a specified timetable. On June 3, 2015, the IMF Executive Board recognized the material progress in remedying the inaccurate provision of data since 2013, but found that some specified actions called for by the end of February 2015 had not yet been completely implemented. The IMF Executive Board will review this issue again by July 15, 2016."
